customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
id19421,Female,0,Yes,Yes,33,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,55.5033790076,1545.4,No
id19422,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.5214918096,1195.25,No
id19423,Female,0,No,No,27,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,97.2054350264,5222.35,No
id19424,Female,1,No,Yes,54,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,78.7944935137,7880.25,No
id19425,Female,0,No,No,27,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,73.5560614743,66.95,No
id19426,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),45.6971964834,5869.4,No
id19427,Male,0,Yes,No,22,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.271788687,5669.5,No
id19429,Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,One year,No,Electronic check,72.3418654847,465.7,No
id19430,Male,0,No,No,38,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,70.6683001049,679.0,No
id19431,Female,1,Yes,No,36,Yes,Yes,No,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,61.7078800334,144.95,No
id19432,Male,0,No,No,37,Yes,No,No,No internet service,No,No,No internet service,No internet service,No,One year,No,Electronic check,56.0127345287,795.65,No
id19433,Male,0,No,No,34,Yes,No,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.8528384479,3339.05,No
id19434,Female,1,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),77.1208079177,44.1,No
id19436,Female,1,Yes,Yes,38,Yes,No,No,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),94.7380510592,7159.7,No
id19437,Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),36.8020663802,1794.8,No
id19438,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),59.0544238351,1074.3,No
id19439,Female,0,Yes,Yes,17,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,67.338683934,2799.0,No
id19440,Male,0,Yes,No,47,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,91.659403431,2007.25,No
id19441,Male,0,No,No,0,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),59.9589105405,6176.6,No
id19443,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,50.6596618149,2093.4,No
id19444,Female,1,No,No,31,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,78.1841786069,187.45,No
id19445,Female,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,40.1555988137,880.2,No
id19446,Female,0,Yes,No,19,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Credit card (automatic),82.0939033728,5276.1,No
id19447,Female,0,No,No,15,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.5253468642,655.5,No
id19448,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),71.7760129162,6416.7,No
id19449,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),59.9279638546,3857.1,No
id19450,Female,0,No,No,11,Yes,No,No,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.3259516586,1901.25,No
id19451,Male,0,No,Yes,36,Yes,Yes,No,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),71.1967982676,7581.5,No
id19452,Female,0,Yes,No,43,Yes,No,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,72.3688272141,48.95,No
id19453,Male,1,No,Yes,42,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),76.4228199302,2076.05,No
id19454,Male,0,No,No,43,Yes,Yes,No,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),36.977027771,7657.4,No
id19455,Male,0,No,Yes,27,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,One year,No,Mailed check,70.4147164761,149.55,No
id19456,Female,1,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,50.7065384307,3474.05,No
id19457,Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),70.2213798165,6561.25,No
id19458,Female,0,Yes,No,48,Yes,Yes,No,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,36.6761514019,251.75,No
id19459,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,No,Credit card (automatic),67.5727028979,1188.2,No
id19460,Male,0,No,No,26,Yes,Yes,No,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,86.1845676089,151.3,No
id19461,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),74.3283366002,1218.65,No
id19462,Female,0,Yes,No,26,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,78.4708620683,654.5,No
id19463,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,69.6584110193,820.5,No
id19464,Male,0,No,Yes,8,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),68.2529373252,1295.4,No
id19465,Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No,One year,Yes,Electronic check,81.4923089743,1143.8,No
id19466,Female,0,Yes,Yes,24,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,56.924519255,2288.7,No
id19467,Male,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,60.8768097444,4735.35,No
id19468,Male,1,Yes,No,41,No,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,57.3285525751,202.9,No
id19470,Female,0,No,No,8,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,61.3534844924,4086.3,No
id19472,Male,0,No,No,40,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),64.932795342,6219.6,No
id19473,Male,0,No,No,24,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),47.4431411459,6858.9,No
id19474,Male,0,No,No,35,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,37.5880958621,1478.85,No
id19476,Female,0,No,Yes,35,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Electronic check,98.56866434,400.3,No
id19477,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Bank transfer (automatic),66.8764813324,233.65,No
id19478,Male,0,No,Yes,35,Yes,Yes,No,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.6975852175,7719.5,No
id19479,Female,0,No,No,27,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,53.2388467492,1712.9,No
id19480,Male,0,Yes,No,24,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.082435298,7942.15,No
id19481,Male,0,No,No,44,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.2861686976,645.8,No
id19482,Male,0,Yes,No,51,No,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,112.8516420257,1886.4,No
id19483,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.5891168406,413.0,No
id19484,Male,0,No,No,15,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,41.2690380161,6859.05,No
id19485,Male,0,No,Yes,12,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,46.4882445354,754.5,No
id19486,Female,0,No,No,44,Yes,No,DSL,No,No internet service,No,No,No internet service,No,Two year,No,Mailed check,58.4715676062,2230.85,No
id19489,Male,1,No,Yes,30,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,69.9710893164,3687.75,No
id19490,Female,0,No,No,58,Yes,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.833836557,868.5,No
id19493,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,57.8617398776,2555.9,No
id19494,Male,0,No,No,36,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.3708574949,756.4,No
id19495,Female,0,Yes,Yes,30,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),38.6581551554,702.9,No
id19496,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),85.1408467945,70.3,No
id19497,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,77.471665644,1021.55,No
id19498,Male,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,55.9179608238,178.7,No
id19499,Male,0,Yes,No,57,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.8262101945,729.95,No
id19500,Female,1,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,69.5880790674,68.45,Yes
id19501,Female,0,No,No,33,No,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,51.8011267224,2779.5,No
id19502,Female,0,No,Yes,23,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,69.2489453919,1288.75,No
id19503,Female,0,No,No,49,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.4061411623,4504.9,No
id19504,Male,1,No,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,42.6678078208,7845.8,No
id19505,Female,0,No,Yes,37,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),71.4503199988,389.6,No
id19506,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,91.0667490886,35.55,No
id19507,Male,0,Yes,No,50,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,52.3461811051,1253.65,No
id19508,Male,0,No,No,16,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),46.9531443695,5236.4,No
id19509,Female,0,No,Yes,30,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36.4856254197,546.85,No
id19510,Female,0,No,No,41,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.5896544124,741.5,No
id19511,Female,0,Yes,Yes,27,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,55.0982802357,3650.35,No
id19512,Male,0,Yes,Yes,55,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,101.2705293684,486.2,No
id19514,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),58.4554845271,2021.2,No
id19515,Female,0,Yes,Yes,32,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.5418585074,2298.55,No
id19516,Male,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.9158244193,88.35,No
id19517,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.6142684377,1254.7,No
id19518,Female,1,No,Yes,23,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.2303271536,337.9,No
id19519,Male,0,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,54.972552751,5186.0,No
id19520,Male,0,No,No,31,Yes,No phone service,No,No,No,No,No,Yes,No,One year,No,Mailed check,60.7629881766,931.75,No
id19521,Female,0,Yes,No,38,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),61.1832849921,1020.2,No
id19522,Female,0,No,No,21,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,81.6769050586,270.8,No
id19523,Female,0,No,No,29,Yes,No,No,No,Yes,No internet service,No,No,Yes,Two year,No,Credit card (automatic),59.2183337035,7222.75,No
id19524,Male,0,Yes,No,44,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.3094735877,5763.3,No
id19525,Female,1,No,No,13,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),81.9652347986,97.0,No
id19526,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,49.3208207301,7430.75,No
id19527,Female,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),72.847291102,1840.75,No
id19528,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,101.6520477408,764.55,Yes
id19529,Male,0,Yes,No,26,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,63.0013822975,45.8,Yes
id19530,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,96.2793033775,1068.85,No
id19532,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,One year,No,Credit card (automatic),62.6570451,797.1,No
id19533,Male,0,No,No,40,Yes,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,No,Mailed check,104.4952034012,5763.15,No
id19534,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),45.9628203083,655.3,No
id19535,Male,0,No,Yes,36,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No,One year,Yes,Mailed check,35.5625351589,713.0,No
id19536,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.3330911335,7383.7,No
id19538,Male,0,No,No,39,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,One year,No,Mailed check,57.78504735,49.7,No
id19540,Female,0,Yes,No,25,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.4890008449,1415.55,No
id19541,Male,1,No,No,32,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,No,Electronic check,59.4319645728,710.05,No
id19542,Female,0,No,No,26,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),63.1126899515,1992.2,No
id19543,Male,0,Yes,No,30,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,85.1704580111,912.0,No
id19544,Male,0,Yes,No,32,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,57.6166402353,797.25,No
id19545,Female,0,Yes,No,38,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Mailed check,34.7137695345,3171.15,No
id19546,Male,0,Yes,No,1,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.9767002203,2621.75,No
id19547,Female,1,No,No,31,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),76.6894793318,3682.45,No
id19548,Male,1,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,73.2186991384,6404.0,No
id19549,Male,1,Yes,No,38,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,84.3072411579,84.3,Yes
id19550,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,39.398812918,847.3,No
id19551,Male,0,Yes,No,41,Yes,No,No,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),69.4640121381,2823.0,No
id19552,Male,0,No,No,27,No,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),80.0418337863,1816.2,No
id19553,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,72.5365882467,5139.65,No
id19554,Male,0,No,No,32,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),60.4786025273,4111.35,No
id19555,Female,0,No,No,29,No,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),61.5785127987,5744.35,No
id19556,Male,0,No,No,58,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),53.9208609018,1972.35,No
id19557,Male,0,Yes,No,37,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Mailed check,64.3954119737,2462.55,No
id19558,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,One year,No,Mailed check,50.4587683452,592.75,No
id19559,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.7062286005,3512.9,No
id19560,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,No,Electronic check,86.2431828684,467.7,No
id19561,Female,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,57.3637526947,637.4,No
id19562,Female,0,Yes,No,42,Yes,No,No,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),25.6015411371,563.5,No
id19563,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),76.6621141833,6306.5,No
id19564,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),83.4429742777,1348.9,No
id19565,Female,1,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,52.1966902336,316.9,No
id19566,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,100.6731005165,4433.3,No
id19567,Female,0,Yes,No,22,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),53.0361871378,2088.05,No
id19568,Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),21.9249165499,1520.9,No
id19569,Female,0,No,Yes,28,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.1209307436,289.3,No
id19570,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,58.3367504826,3273.95,No
id19571,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),59.508990592,5464.65,No
id19572,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),42.7777237127,4014.6,No
id19573,Female,0,No,Yes,57,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,74.5496322069,2673.45,No
id19574,Male,1,Yes,No,39,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.9126244822,316.9,No
id19575,Female,0,No,Yes,32,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),62.2153494105,2901.8,No
id19576,Female,0,No,No,35,No,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,62.9713014777,1052.4,No
id19577,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),59.0923177649,1140.05,No
id19578,Male,1,No,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.5511519506,5930.05,No
id19579,Male,0,No,No,56,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,84.6474008977,6352.4,No
id19580,Male,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),74.1925963226,6152.3,No
id19581,Male,0,No,No,26,Yes,No,DSL,Yes,No internet service,Yes,No,No,No internet service,One year,Yes,Mailed check,48.3015326479,374.8,No
id19582,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,79.3420501786,418.25,No
id19583,Male,0,Yes,No,15,No,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),54.4448661608,4551.5,No
id19584,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Mailed check,85.3670887552,2804.45,No
id19585,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,69.5964091724,1474.35,No
id19586,Male,0,No,No,43,Yes,No,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,79.1017473426,909.25,No
id19587,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,68.9478038331,1430.95,No
id19589,Female,0,No,No,6,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,64.9784060975,4284.65,No
id19590,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),36.500659336300004,3520.75,No
id19591,Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),72.344749799,947.3,No
id19592,Female,1,No,No,31,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.9468061421,292.85,No
id19593,Female,0,Yes,Yes,41,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),57.1029334493,4298.45,No
id19594,Female,0,No,No,35,Yes,No,No,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,34.6776906372,1520.1,No
id19595,Male,0,Yes,No,46,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,67.809921754,3462.1,No
id19596,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.1247931179,3334.9,No
id19597,Female,0,No,No,53,No,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),45.1110857752,6287.3,No
id19598,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,62.6646400942,1071.4,No
id19599,Female,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,48.3945780442,157.55,No
id19600,Male,0,No,Yes,34,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,73.6173337509,6368.2,No
id19601,Female,1,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,83.3174498681,1808.7,No
id19602,Male,0,Yes,No,21,No,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),59.9164773072,4273.45,No
id19603,Male,0,No,No,26,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,74.5739147254,4801.1,No
id19604,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.4814006274,1386.8,No
id19605,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,77.2565063591,5536.5,No
id19606,Female,0,No,No,5,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),70.1822089219,4456.35,No
id19607,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,52.7686197927,61.05,No
id19608,Female,0,No,No,29,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),57.6210461615,813.45,No
id19609,Male,0,No,Yes,21,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),48.9215580117,4284.65,No
id19610,Female,1,Yes,Yes,24,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),49.6850064892,19.3,No
